Record,Serial,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Fix_Status,DOP,V_GPS,Limit,Alerts,Trip,KeyTag,Engine RPM,V_ODO,V,Ay,Ax,Absolute throttle position,Relative throttle position,Absolute throttle position B,Accelerator pedal position D,Accelerator pedal position E
287,380,2009,12,11,14,44,24,45.365657,-75.789037,2,0.7,5.2,50,0,782,0,828,5,5.1,0.020064295,-0.012330756,20.384,NaN,NaN,NaN,NaN
288,380,2009,12,11,14,44,25,45.365663,-75.78902,2,0.7,5.2,50,0,782,0,843,NaN,5.35,0.008703794,0.452089488,20.384,NaN,NaN,NaN,NaN
289,380,2009,12,11,14,44,26,45.365672,-75.789003,2,0.7,5.2,50,0,782,0,NaN,6,5.6,0.0045716,1.012900725,20.384,NaN,NaN,NaN,NaN
290,380,2009,12,11,14,44,27,45.365683,-75.788987,2,0.7,5.9,50,0,782,0,860.25,7,6.45,0.034961902,1.688247004,NaN,NaN,NaN,NaN,NaN
291,380,2009,12,11,14,44,28,45.365697,-75.78897,2,0.7,8.1,50,0,782,0,1048.75,NaN,8.3,0.141775791,1.518456225,20.384,NaN,NaN,NaN,NaN
292,380,2009,12,11,14,44,29,45.365717,-75.788948,2,0.7,10.4,50,0,782,0,NaN,10,10.2,0.143428612,0.483971996,20.384,NaN,NaN,NaN,NaN
293,380,2009,12,11,14,44,30,45.36574,-75.788927,2,0.7,10.4,50,0,782,0,1018.75,11,10.7,0.035126423,-0.694700157,20.384,NaN,NaN,NaN,NaN
294,380,2009,12,11,14,44,31,45.365762,-75.788907,2,0.7,10.4,50,0,782,0,1018.5,10,10.2,0.028775631,-1.151201277,NaN,NaN,NaN,NaN,NaN
295,380,2009,12,11,14,44,32,45.365783,-75.788887,2,0.7,8.9,50,0,782,0,947.5,8,8.45,-0.006603824,-0.671158258,20.384,NaN,NaN,NaN,NaN
296,380,2009,12,11,14,44,33,45.365803,-75.78887,2,0.7,8.1,50,0,782,0,NaN,NaN,8.05,-0.060240328,-0.224953574,20.384,NaN,NaN,NaN,NaN
297,380,2009,12,11,14,44,34,45.36582,-75.788853,2,0.7,7.4,50,0,782,0,915.75,8,7.7,-0.08733398,0.169209417,21.952,NaN,NaN,NaN,NaN
298,380,2009,12,11,14,44,35,45.365837,-75.788835,2,0.7,7.4,50,0,782,0,980.25,8,7.7,-0.090570451,0.99232032,NaN,NaN,NaN,NaN,NaN
299,380,2009,12,11,14,44,36,45.365853,-75.788815,2,0.7,8.1,50,0,782,0,1390.25,9,8.55,-0.114763932,1.60637221,27.44,NaN,NaN,NaN,NaN
300,380,2009,12,11,14,44,37,45.365872,-75.788792,2,0.7,10.4,50,0,782,0,NaN,NaN,10.45,-0.067951781,1.416166479,24.696,NaN,NaN,NaN,NaN
301,380,2009,12,11,14,44,38,45.365892,-75.788763,2,0.7,11.9,50,0,782,0,1500.75,12,11.95,0.046508501,0.820713892,21.952,NaN,NaN,NaN,NaN
302,380,2009,12,11,14,44,39,45.365917,-75.788733,2,0.7,12.6,50,0,782,0,1421,13,12.8,0.024732444,0.332772358,NaN,NaN,NaN,NaN,NaN
303,380,2009,12,11,14,44,40,45.365943,-75.7887,2,0.7,13.3,50,0,782,0,1353.75,NaN,13.15,0.095581441,0.309939006,20.384,NaN,NaN,NaN,NaN
304,380,2009,12,11,14,44,41,45.36597,-75.788668,2,0.7,13.3,50,0,782,0,NaN,13,13.15,0.138936216,0.608484991,25.48,NaN,NaN,NaN,NaN
305,380,2009,12,11,14,44,42,45.365998,-75.788638,2,0.7,14.1,50,0,782,0,1533.75,14,14.05,0.11708307,0.556690745,25.48,NaN,NaN,NaN,NaN
306,380,2009,12,11,14,44,43,45.366028,-75.788608,2,0.7,14.1,50,0,782,0,1023.25,15,14.55,0.048613499,0.267572418,NaN,NaN,NaN,NaN,NaN
307,380,2009,12,11,14,44,44,45.36606,-75.788577,2,0.7,14.8,50,0,782,0,960.5,NaN,14.9,-0.037583386,-0.17459343,20.384,NaN,NaN,NaN,NaN
308,380,2009,12,11,14,44,45,45.36609,-75.788547,2,0.7,14.8,50,0,782,0,NaN,15,14.9,-0.013230987,-0.710057817,20.384,NaN,NaN,NaN,NaN
309,380,2009,12,11,14,44,46,45.36612,-75.788515,2,0.7,14.1,50,0,782,0,925.75,14,14.05,0.007591354,-0.923995278,20.384,NaN,NaN,NaN,NaN
310,380,2009,12,11,14,44,47,45.36615,-75.788485,2,0.7,13.3,50,0,782,0,897.5,13,13.15,0.141833894,-0.85473134,NaN,NaN,NaN,NaN,NaN
311,380,2009,12,11,14,44,48,45.366177,-75.788457,2,0.7,11.9,50,0,782,0,872.75,NaN,12.2,0.656088296,-0.764927589,20.384,NaN,NaN,NaN,NaN
312,380,2009,12,11,14,44,49,45.366203,-75.788438,2,0.7,11.1,50,0,782,0,NaN,12,11.55,0.752016991,-0.818509793,20.384,NaN,NaN,NaN,NaN
313,380,2009,12,11,14,44,50,45.36623,-75.788433,2,0.7,10.4,50,0,782,0,873.75,11,10.7,0.844047558,-0.64279138,NaN,NaN,NaN,NaN,NaN
314,380,2009,12,11,14,44,51,45.366255,-75.788443,2,0.7,9.6,50,0,782,0,952.5,10,9.8,1.323693872,-0.791701833,20.384,NaN,NaN,NaN,NaN
315,380,2009,12,11,14,44,52,45.366273,-75.788467,2,0.7,9.6,50,0,782,0,1088.75,NaN,9.8,0.617516529,-0.927760357,20.384,NaN,NaN,NaN,NaN
316,380,2009,12,11,14,44,53,45.366282,-75.788495,2,0.7,5.2,50,0,782,0,NaN,10,7.6,0.295128111,0.511418672,21.952,NaN,NaN,NaN,NaN
317,380,2009,12,11,14,44,54,45.366278,-75.788518,2,0.7,6.7,50,0,782,0,1490.25,10,8.35,0.17045001,1.286988051,NaN,NaN,NaN,NaN,NaN
318,380,2009,12,11,14,44,55,45.366268,-75.788547,2,0.7,10.4,50,0,782,0,1141.5,NaN,10.45,0.237008275,-0.035872346,20.384,NaN,NaN,NaN,NaN
319,380,2009,12,11,14,44,56,45.366257,-75.78858,2,0.7,9.6,50,0,782,0,NaN,11,10.3,0.337056109,-1.051402061,20.384,NaN,NaN,NaN,NaN
320,380,2009,12,11,14,44,57,45.366242,-75.788608,2,0.7,8.9,50,0,782,0,1040.25,9,8.95,0.239582966,-0.68376583,21.56,NaN,NaN,NaN,NaN
321,380,2009,12,11,14,44,58,45.366225,-75.78863,2,0.7,8.1,50,0,782,0,1067.5,8,8.05,0.119221951,0.255329119,NaN,NaN,NaN,NaN,NaN
322,380,2009,12,11,14,44,59,45.366208,-75.78865,2,0.7,8.1,50,0,782,0,1357,NaN,8.3,0.099547175,0.854728817,25.088,NaN,NaN,NaN,NaN
323,380,2009,12,11,14,45,0,45.36619,-75.788672,2,0.7,9.6,50,0,782,0,NaN,9,9.3,0.058315354,0.427029095,20.384,NaN,NaN,NaN,NaN
324,380,2009,12,11,14,45,1,45.36617,-75.788693,2,0.7,10.4,50,0,782,0,1087.25,10,10.2,-0.067495735,-0.856456002,NaN,NaN,NaN,NaN,NaN
325,380,2009,12,11,14,45,2,45.36615,-75.788717,2,0.7,9.6,50,0,782,0,882,NaN,9.3,-0.042040381,-2.130384085,20.384,NaN,NaN,NaN,NaN
326,380,2009,12,11,14,45,3,45.366135,-75.788737,2,0.7,6.7,50,0,782,0,NaN,8,7.35,-0.00543509,-2.152478066,20.384,NaN,NaN,NaN,NaN
327,380,2009,12,11,14,45,4,45.366125,-75.78875,2,0.7,4.4,50,0,782,0,806.75,4,4.2,-0.001808198,-0.71361699,20.384,NaN,NaN,NaN,NaN
328,380,2009,12,11,14,45,5,45.366118,-75.78876,2,0.7,3.7,50,0,782,0,798,4,3.85,-0.000851999,0.301337549,NaN,NaN,NaN,NaN,NaN
329,380,2009,12,11,14,45,6,45.366112,-75.788775,2,0.7,4.4,50,0,782,0,927.75,NaN,4.2,-0.000404643,1.017866007,20.384,NaN,NaN,NaN,NaN
330,380,2009,12,11,14,45,7,45.366108,-75.788792,2,0.7,5.2,50,0,782,0,NaN,4,4.6,-0.000392499,1.138534171,20.384,NaN,NaN,NaN,NaN
331,380,2009,12,11,14,45,8,45.366108,-75.788813,2,0.7,7.4,50,0,782,0,952.75,7,7.2,-0.000111545,-0.664757652,NaN,NaN,NaN,NaN,NaN
332,380,2009,12,11,14,45,9,45.366117,-75.788837,2,0.7,6.7,50,0,782,0,819.75,NaN,6.1,-1.76E-05,-2.154601219,20.384,NaN,NaN,NaN,NaN
333,380,2009,12,11,14,45,10,45.366127,-75.78885,2,0.7,3.7,50,0,782,0,NaN,4,3.85,-1.06E-06,-1.895994621,20.384,NaN,NaN,NaN,NaN
334,380,2009,12,11,14,45,11,45.366133,-75.788858,2,0.7,3,50,0,782,0,783.75,0,1.5,-1.05E-07,-0.633385446,NaN,NaN,NaN,NaN,NaN
335,380,2009,12,11,14,45,12,45.36614,-75.788863,2,0.7,1.5,50,0,782,0,780.25,0,0.75,NaN,0.08001519,20.384,NaN,NaN,NaN,NaN
336,380,2009,12,11,14,45,13,45.366142,-75.788865,2,0.7,0,50,0,782,0,NaN,NaN,NaN,NaN,-0.010108269,20.384,NaN,NaN,NaN,NaN
337,380,2009,12,11,14,45,14,45.366143,-75.788867,2,0.7,0,50,0,782,0,NaN,NaN,NaN,NaN,0.001276971,NaN,NaN,NaN,NaN,NaN
338,380,2009,12,11,14,45,15,45.366143,-75.788867,2,0.7,0,50,0,782,0,NaN,NaN,NaN,NaN,-0.000161319,NaN,NaN,NaN,NaN,NaN
339,380,2009,12,11,14,56,31,45.366175,-75.788883,2,0.6,2.2,50,0,783,0,NaN,NaN,NaN,-2.19E-09,2.04E-05,NaN,NaN,NaN,NaN,NaN
340,380,2009,12,11,14,56,32,45.366168,-75.788873,2,0.6,2.2,50,0,783,0,733.25,0,1.1,-8.67E-10,0.112630363,NaN,NaN,NaN,NaN,NaN
341,380,2009,12,11,14,56,33,45.366165,-75.788872,2,0.6,2.2,50,0,783,0,802,NaN,1.1,-6.38E-10,0.211037352,20.384,NaN,NaN,NaN,NaN
342,380,2009,12,11,14,56,34,45.36615,-75.788857,2,0.6,3,50,0,783,0,NaN,0,1.5,-2.53E-10,-0.026660217,19.992,NaN,NaN,NaN,NaN
343,380,2009,12,11,14,56,35,45.366143,-75.788847,2,0.6,3,50,0,783,0,773,0,1.5,-5.38E-11,-0.320451728,20.384,NaN,NaN,NaN,NaN
344,380,2009,12,11,14,56,36,45.366132,-75.788827,2,0.6,2.2,50,0,783,0,715,0,1.1,-9.91E-12,-0.48044487,NaN,NaN,NaN,NaN,NaN
345,380,2009,12,11,14,56,37,45.366128,-75.788815,2,0.6,1.5,50,0,783,0,865.25,NaN,0.75,0,1.539001611,20.384,NaN,NaN,NaN,NaN
346,380,2009,12,11,14,56,38,45.366128,-75.78881,2,0.6,0,50,0,783,0,NaN,0,0,-1.39E-10,3.409832894,40.768,NaN,NaN,NaN,NaN
347,380,2009,12,11,14,56,39,45.366128,-75.788815,2,0.6,2.2,50,0,783,0,1888.75,12,7.1,-4.55E-11,1.315048466,NaN,NaN,NaN,NaN,NaN
348,380,2009,12,11,14,56,40,45.366122,-75.788828,2,0.6,5.9,50,0,783,0,990.25,7,6.45,-2.03E-11,-0.025338083,20.384,NaN,NaN,NaN,NaN
349,380,2009,12,11,14,56,41,45.366112,-75.788847,2,0.6,6.7,50,0,783,0,987,NaN,6.85,-0.029094489,1.29847973,21.952,NaN,NaN,NaN,NaN
350,380,2009,12,11,14,56,42,45.366098,-75.788865,2,0.6,7.4,50,0,783,0,NaN,7,7.2,-0.05029387,2.257572027,26.656,NaN,NaN,NaN,NaN
351,380,2009,12,11,14,56,43,45.366082,-75.788888,2,0.6,10.4,50,0,783,0,1483.25,11,10.7,0.079594688,1.150872287,NaN,NaN,NaN,NaN,NaN
352,380,2009,12,11,14,56,44,45.36606,-75.788917,2,0.6,11.9,50,0,783,0,1201,12,11.95,0.070933897,-0.539604263,21.56,NaN,NaN,NaN,NaN
353,380,2009,12,11,14,56,45,45.366038,-75.788943,2,0.6,11.1,50,0,783,0,1105.25,NaN,11.05,0.001662365,-0.917370335,21.168,NaN,NaN,NaN,NaN
354,380,2009,12,11,14,56,46,45.366017,-75.788968,2,0.6,10.4,50,0,783,0,NaN,10,10.2,-0.033255626,-0.72885621,21.56,NaN,NaN,NaN,NaN
355,380,2009,12,11,14,56,47,45.365997,-75.788993,2,0.6,9.6,50,0,783,0,1077.5,9,9.3,-0.073255623,-0.428851386,NaN,NaN,NaN,NaN,NaN
356,380,2009,12,11,14,56,48,45.365978,-75.789018,2,0.6,8.9,50,0,783,0,1046,9,8.95,0.084512408,-0.25556405,21.952,NaN,NaN,NaN,NaN
357,380,2009,12,11,14,56,49,45.365962,-75.789042,2,0.6,8.9,50,0,783,0,NaN,NaN,8.7,0.368398232,0.454658765,21.952,NaN,NaN,NaN,NaN
358,380,2009,12,11,14,56,50,45.365943,-75.78906,2,0.6,8.9,50,0,783,0,1027.25,8,8.45,0.792877306,1.209683792,22.344,NaN,NaN,NaN,NaN
359,380,2009,12,11,14,56,51,45.365918,-75.78907,2,0.6,10.4,50,0,783,0,1179.5,11,10.7,0.892232855,0.790482253,NaN,NaN,NaN,NaN,NaN
360,380,2009,12,11,14,56,52,45.365892,-75.78907,2,0.6,10.4,50,0,783,0,1199.25,NaN,10.95,0.887517937,-0.071702897,26.264,NaN,NaN,NaN,NaN
361,380,2009,12,11,14,56,53,45.365865,-75.789057,2,0.6,11.1,50,0,783,0,NaN,12,11.55,0.518792485,-1.075033844,21.952,NaN,NaN,NaN,NaN
362,380,2009,12,11,14,56,54,45.36584,-75.789038,2,0.6,10.4,50,0,783,0,1088.5,10,10.2,0.224157499,-1.581843945,NaN,NaN,NaN,NaN,NaN
363,380,2009,12,11,14,56,55,45.36582,-75.789017,2,0.6,8.9,50,0,783,0,917.75,8,8.45,0.051911247,-1.236236595,20.384,NaN,NaN,NaN,NaN
364,380,2009,12,11,14,56,56,45.365802,-75.788998,2,0.6,7.4,50,0,783,0,NaN,NaN,7.2,-0.144044471,0.550388283,20.384,NaN,NaN,NaN,NaN
365,380,2009,12,11,14,56,57,45.365787,-75.788983,2,0.6,6.7,50,0,783,0,900.25,6,6.35,-0.803540373,2.16904943,28.224,NaN,NaN,NaN,NaN
366,380,2009,12,11,14,56,58,45.365763,-75.788973,2,0.6,10.4,50,0,783,0,1270.25,11,10.7,-0.947952628,0.838235595,NaN,NaN,NaN,NaN,NaN
367,380,2009,12,11,14,56,59,45.365737,-75.788975,2,0.6,11.1,50,0,783,0,1514.75,NaN,10.8,-0.884127555,-0.809849643,26.656,NaN,NaN,NaN,NaN
368,380,2009,12,11,14,57,0,45.365712,-75.788992,2,0.6,10.4,50,0,783,0,NaN,10,10.2,-0.45368891,-1.685740086,26.656,NaN,NaN,NaN,NaN
369,380,2009,12,11,14,57,1,45.365692,-75.789015,2,0.6,9.6,50,0,783,0,1344.25,8,8.8,-0.102069948,-2.518390245,NaN,NaN,NaN,NaN,NaN
370,380,2009,12,11,14,57,2,45.365677,-75.789035,2,0.6,6.7,50,0,783,0,1032.25,5,5.85,-0.014055315,-2.525835006,25.48,NaN,NaN,NaN,NaN
371,380,2009,12,11,14,57,3,45.365665,-75.789048,2,0.6,4.4,50,0,783,0,NaN,NaN,3.45,-0.000565723,-0.272235757,20.384,NaN,NaN,NaN,NaN
372,380,2009,12,11,14,57,4,45.365657,-75.789057,2,0.6,2.2,50,0,783,0,832.5,0,1.1,-0.006888022,3.061401579,28.616,NaN,NaN,NaN,NaN
373,380,2009,12,11,14,57,5,45.365647,-75.789065,2,0.6,5.2,50,0,783,0,1546.5,7,6.1,-0.006203356,3.428695811,NaN,NaN,NaN,NaN,NaN
374,380,2009,12,11,14,57,6,45.36563,-75.789072,2,0.6,8.9,50,0,783,0,1688.5,NaN,9.2,0.307099632,2.354520201,28.616,NaN,NaN,NaN,NaN
375,380,2009,12,11,14,57,7,45.365603,-75.78907,2,0.6,11.1,50,0,783,0,NaN,12,11.55,0.894993254,2.293112497,29.008,NaN,NaN,NaN,NaN
376,380,2009,12,11,14,57,8,45.365575,-75.789057,2,0.6,13.3,50,0,783,0,1837,14,13.65,1.076842506,2.314949211,NaN,NaN,NaN,NaN,NaN
377,380,2009,12,11,14,57,9,45.365543,-75.789028,2,0.6,15.6,50,0,783,0,2087,17,16.3,0.901720347,2.016529131,30.576,NaN,NaN,NaN,NaN
378,380,2009,12,11,14,57,10,45.36551,-75.78899,2,0.6,17.8,50,0,783,0,NaN,NaN,18.15,0.715556566,1.406588961,30.576,NaN,NaN,NaN,NaN
379,380,2009,12,11,14,57,11,45.365477,-75.788942,2,0.6,20,50,0,783,0,1715.75,20,20,0.345432555,0.13204707,NaN,NaN,NaN,NaN,NaN
380,380,2009,12,11,14,57,12,45.365442,-75.788887,2,0.6,20.7,50,0,783,0,1492.25,20,20.35,0.177982073,-1.15708992,20.776,NaN,NaN,NaN,NaN
381,380,2009,12,11,14,57,13,45.365407,-75.788833,2,0.6,19.3,50,0,783,0,NaN,NaN,18.9,0.219798549,-1.951614017,20.384,NaN,NaN,NaN,NaN
382,380,2009,12,11,14,57,14,45.365377,-75.788782,2,0.6,17.8,50,0,783,0,1016.75,17,17.4,0.109732555,-3.23099577,19.992,NaN,NaN,NaN,NaN
383,380,2009,12,11,14,57,15,45.365352,-75.788733,2,0.6,14.8,50,0,783,0,870.75,14,14.4,0.016426966,-4.068989592,NaN,NaN,NaN,NaN,NaN
384,380,2009,12,11,14,57,16,45.365332,-75.788695,2,0.6,11.1,50,0,783,0,719.75,8,9.55,0.004997655,-3.259170492,20.384,NaN,NaN,NaN,NaN
385,380,2009,12,11,14,57,17,45.365318,-75.788668,2,0.6,6.7,50,0,783,0,NaN,NaN,6.35,0.000865633,-0.714600396,20.384,NaN,NaN,NaN,NaN
386,380,2009,12,11,14,57,18,45.36531,-75.78865,2,0.6,4.4,50,0,783,0,957,4,4.2,0.001151948,1.554503216,NaN,NaN,NaN,NaN,NaN
387,380,2009,12,11,14,57,19,45.365302,-75.788632,2,0.6,7.4,50,0,783,0,1310.75,8,7.7,0.012897233,0.986266422,23.912,NaN,NaN,NaN,NaN
388,380,2009,12,11,14,57,20,45.36529,-75.788608,2,0.6,8.1,50,0,783,0,926.75,NaN,8.05,0.054077619,0.325937327,20.384,NaN,NaN,NaN,NaN
389,380,2009,12,11,14,57,21,45.365278,-75.788583,2,0.6,8.1,50,0,783,0,NaN,8,8.05,0.08525493,0.282644236,30.184,NaN,NaN,NaN,NaN
390,380,2009,12,11,14,57,22,45.365267,-75.788557,2,0.6,9.6,50,0,783,0,1061.25,9,9.3,0.016812088,-1.077560946,NaN,NaN,NaN,NaN,NaN
391,380,2009,12,11,14,57,23,45.365255,-75.788528,2,0.6,8.9,50,0,783,0,833,7,7.95,-0.003570725,-2.032056449,19.992,NaN,NaN,NaN,NaN
392,380,2009,12,11,14,57,24,45.365245,-75.788505,2,0.6,5.9,50,0,783,0,717,NaN,5.7,-0.000644977,-2.080425032,20.384,NaN,NaN,NaN,NaN
393,380,2009,12,11,14,57,25,45.365238,-75.78849,2,0.6,3.7,50,0,783,0,NaN,4,3.85,-3.88E-05,-1.694178494,20.384,NaN,NaN,NaN,NaN
394,380,2009,12,11,14,57,26,45.365233,-75.788478,2,0.6,3,50,0,783,0,661.75,0,1.5,-8.25E-06,-0.77151369,NaN,NaN,NaN,NaN,NaN
395,380,2009,12,11,14,57,27,45.36523,-75.78847,2,0.6,2.2,50,0,783,0,653,0,1.1,-1.52E-06,-0.324908672,19.992,NaN,NaN,NaN,NaN
396,380,2009,12,11,14,57,28,45.365227,-75.788465,2,0.6,1.5,50,0,783,0,NaN,NaN,0.75,-1.31E-07,-0.282774186,20.384,NaN,NaN,NaN,NaN
397,380,2009,12,11,14,57,29,45.365225,-75.78846,2,0.6,0.7,50,0,783,0,673,0,0.35,-5.19E-08,-0.076910251,20.384,NaN,NaN,NaN,NaN
398,380,2009,12,11,14,57,30,45.365225,-75.788458,2,0.6,0.7,50,0,783,0,677.25,0,0.35,-2.05E-08,0.122348962,NaN,NaN,NaN,NaN,NaN
399,380,2009,12,11,14,57,31,45.365223,-75.788455,2,0.6,0.7,50,0,783,0,710.25,0,0.35,-3.73E-08,0.308363428,20.384,NaN,NaN,NaN,NaN
400,380,2009,12,11,14,57,32,45.365222,-75.788452,2,0.6,1.5,50,0,783,0,NaN,NaN,0.75,-3.18E-08,1.678696942,20.384,NaN,NaN,NaN,NaN
401,380,2009,12,11,14,57,33,45.365218,-75.788447,2,0.6,2.2,50,0,783,0,724.25,0,1.1,-3.87E-07,3.884954373,31.752,NaN,NaN,NaN,NaN
402,380,2009,12,11,14,57,34,45.365215,-75.788433,2,0.6,5.2,50,0,783,0,1604.75,7,6.1,0.344589738,3.704793064,NaN,NaN,NaN,NaN,NaN
403,380,2009,12,11,14,57,35,45.365208,-75.788407,2,0.6,9.6,50,0,783,0,1461,11,10.3,0.937261319,2.080296014,25.088,NaN,NaN,NaN,NaN
404,380,2009,12,11,14,57,36,45.365208,-75.788368,2,0.6,11.1,50,0,783,0,NaN,NaN,11.8,1.244590088,1.947618903,25.48,NaN,NaN,NaN,NaN
405,380,2009,12,11,14,57,37,45.365217,-75.788327,2,0.6,13.3,50,0,783,0,1665,14,13.65,1.571601289,2.457149023,26.264,NaN,NaN,NaN,NaN
406,380,2009,12,11,14,57,38,45.365238,-75.788283,2,0.6,15.6,50,0,783,0,1952.25,17,16.3,1.488569907,2.618046275,NaN,NaN,NaN,NaN,NaN
407,380,2009,12,11,14,57,39,45.365272,-75.788243,2,0.6,18.5,50,0,783,0,1724.75,NaN,18.75,1.043661286,3.583258431,27.832,NaN,NaN,NaN,NaN
408,380,2009,12,11,14,57,40,45.365315,-75.788202,2,0.6,22.2,50,0,783,0,NaN,21,21.6,0.841851691,4.812919034,32.928,NaN,NaN,NaN,NaN
409,380,2009,12,11,14,57,41,45.365368,-75.788155,2,0.6,26.7,50,0,783,0,2077,28,27.35,0.503579508,4.263361492,NaN,NaN,NaN,NaN,NaN
410,380,2009,12,11,14,57,42,45.365432,-75.788103,2,0.6,30.4,50,0,783,0,2182.75,33,31.7,0.144729486,2.88263768,32.928,NaN,NaN,NaN,NaN
411,380,2009,12,11,14,57,43,45.365502,-75.788043,2,0.6,34.1,50,0,783,0,NaN,NaN,34.55,0.017577092,1.860338696,32.144,NaN,NaN,NaN,NaN
412,380,2009,12,11,14,57,44,45.365578,-75.787977,2,0.6,36.3,50,0,783,0,2265.25,37,36.65,-0.026262224,1.088421589,NaN,NaN,NaN,NaN,NaN
413,380,2009,12,11,14,57,45,45.365657,-75.787907,2,0.6,37,50,0,783,0,1624.75,38,37.5,-0.021928402,0.960671521,26.656,NaN,NaN,NaN,NaN
414,380,2009,12,11,14,57,46,45.365738,-75.787835,2,0.6,37.8,50,0,783,0,1652.25,NaN,38.4,-0.056836702,1.075363928,27.44,NaN,NaN,NaN,NaN
415,380,2009,12,11,14,57,47,45.365822,-75.78776,2,0.6,39.3,50,0,783,0,NaN,40,39.65,-0.085779609,0.934162853,27.44,NaN,NaN,NaN,NaN
416,380,2009,12,11,14,57,48,45.365907,-75.787682,2,0.6,40,50,0,783,0,1660.25,41,40.5,-0.005584661,0.881605111,NaN,NaN,NaN,NaN,NaN
417,380,2009,12,11,14,57,49,45.365992,-75.787603,2,0.6,40.7,50,0,783,0,1692,42,41.35,-0.007585232,0.761532643,27.832,NaN,NaN,NaN,NaN
418,380,2009,12,11,14,57,50,45.366082,-75.787522,2,0.6,42.2,50,0,783,0,1469,NaN,42.35,-0.042453609,0.086824579,27.832,NaN,NaN,NaN,NaN
419,380,2009,12,11,14,57,51,45.366172,-75.787438,2,0.6,42.2,50,0,783,0,NaN,43,42.6,-0.013797049,-0.419262895,20.384,NaN,NaN,NaN,NaN
420,380,2009,12,11,14,57,52,45.366262,-75.787355,2,0.6,41.5,50,0,783,0,1189.25,42,41.75,-0.002227923,-0.369408296,NaN,NaN,NaN,NaN,NaN
421,380,2009,12,11,14,57,53,45.36635,-75.787273,2,0.6,41.5,50,0,783,0,1148.25,42,41.75,-0.018701717,-0.488339334,24.696,NaN,NaN,NaN,NaN
422,380,2009,12,11,14,57,54,45.366438,-75.787192,2,0.6,40.7,50,0,783,0,NaN,NaN,41.1,-0.116064796,-0.600026905,20.384,NaN,NaN,NaN,NaN
423,380,2009,12,11,14,57,55,45.366525,-75.78711,2,0.6,40,50,0,783,0,1058.25,41,40.5,-0.231352316,-0.797104242,20.384,NaN,NaN,NaN,NaN
424,380,2009,12,11,14,57,56,45.366608,-75.787028,2,0.6,40,50,0,783,0,1017.5,40,40,-0.216668233,-1.40576786,NaN,NaN,NaN,NaN,NaN
425,380,2009,12,11,14,57,57,45.366688,-75.786943,2,0.6,38.5,50,0,783,0,979,NaN,38.5,-0.243057878,-2.018752508,20.384,NaN,NaN,NaN,NaN
426,380,2009,12,11,14,57,58,45.366763,-75.786862,2,0.6,36.3,50,0,783,0,NaN,37,36.65,-0.201716391,-2.574874814,20.384,NaN,NaN,NaN,NaN
427,380,2009,12,11,14,57,59,45.366832,-75.78678,2,0.7,34.1,50,0,783,0,931.25,34,34.05,-0.153316016,-3.039626683,NaN,NaN,NaN,NaN,NaN
428,380,2009,12,11,14,58,0,45.366897,-75.786703,2,0.6,31.1,50,0,783,0,854.5,NaN,31.05,-0.149210853,-4.163560716,20.384,NaN,NaN,NaN,NaN
429,380,2009,12,11,14,58,1,45.366952,-75.786633,2,0.6,27.4,50,0,783,0,NaN,28,27.7,-0.039365196,-6.119363295,20.384,NaN,NaN,NaN,NaN
430,380,2009,12,11,14,58,2,45.366998,-75.786573,2,0.6,21.5,50,0,783,0,812.75,21,21.25,0.003957991,-7.040854701,20.384,NaN,NaN,NaN,NaN
431,380,2009,12,11,14,58,3,45.367033,-75.786528,2,0.6,14.8,50,0,783,0,757.25,13,13.9,0.001902759,-6.64286092,NaN,NaN,NaN,NaN,NaN
432,380,2009,12,11,14,58,4,45.367055,-75.7865,2,0.6,8.1,50,0,783,0,773.5,NaN,7.3,1.71E-05,-4.820616636,20.384,NaN,NaN,NaN,NaN
433,380,2009,12,11,14,58,5,45.367065,-75.786487,2,0.6,2.2,50,0,783,0,NaN,0,1.1,0,-1.756306191,20.384,NaN,NaN,NaN,NaN
434,380,2009,12,11,14,58,6,45.367067,-75.786485,2,0.6,0,50,0,783,0,735.25,0,0,0,-0.08786751,NaN,NaN,NaN,NaN,NaN
435,380,2009,12,11,14,58,7,45.367067,-75.786485,2,0.6,0,50,0,783,0,712.25,0,0,0,0.011100248,20.384,NaN,NaN,NaN,NaN
436,380,2009,12,11,14,58,8,45.367065,-75.786485,2,0.6,0,50,0,783,0,716,NaN,0,0,-0.001402287,20.384,NaN,NaN,NaN,NaN
437,380,2009,12,11,14,58,9,45.367065,-75.786487,2,0.6,0,50,0,783,0,NaN,0,0,0,0.00017715,20.384,NaN,NaN,NaN,NaN
438,380,2009,12,11,14,58,10,45.367065,-75.786487,2,0.6,0,50,0,783,0,698.75,0,0,0,0.098531441,NaN,NaN,NaN,NaN,NaN
439,380,2009,12,11,14,58,11,45.367065,-75.786487,2,0.6,0,50,0,783,0,718.25,0,0,2.64E-09,0.395846984,20.384,NaN,NaN,NaN,NaN
440,380,2009,12,11,14,58,12,45.367065,-75.786487,2,0.6,0.7,50,0,783,0,NaN,NaN,0.35,1.03E-08,2.230809888,20.384,NaN,NaN,NaN,NaN
441,380,2009,12,11,14,58,13,45.367068,-75.786483,2,0.6,2.2,50,0,783,0,952.25,0,1.1,1.83E-07,5.166801542,26.264,NaN,NaN,NaN,NaN
